Technology (Process),Sector,Set,Description,Activity unit,Capacity unit,Type,Primary commodity group,Time slice level,Vintage,Aggregation Level 2,sankey_overview,custom
MINMISSCR1,SUP,.MIN.IRE.,Source Iron&Steel: Scrap Iron,T,-,IRE,MISSCR,ANNUAL,"0,00",SUP_IRE_T_-,Local production,Local production
MINMLMSTN1,SUP,.MIN.IRE.,Source Lime: Limestone,T,-,IRE,MLMSTN,ANNUAL,"0,00",SUP_IRE_T_-,Local production,Local production
MINMPPNOH1,SUP,.MIN.IRE.,Source Paper: Sodium Hydraxide,T,-,IRE,MPPNOH,ANNUAL,"0,00",SUP_IRE_T_-,Local production,Local production
MINMPPOXY1,SUP,.MIN.IRE.,Source Paper: Oxygen,T,-,IRE,MPPOXY,ANNUAL,"0,00",SUP_IRE_T_-,Local production,Local production
MINMPPWOO1,SUP,.MIN.IRE.,Source Paper: Wood,T,-,IRE,MPPWOO,ANNUAL,"0,00",SUP_IRE_T_-,Local production,Local production
MINNREWST,SUP,.MIN.IRE.,Waste Non-Renewable Production,PJ,-,IRE,NREWST,ANNUAL,"0,00",Local production,Local production,Local production
MINRENGEO,SUP,.MIN.IRE.,Geothermal Potential,PJ,-,IRE,RENGEO,ANNUAL,"0,00",Local production,Local production,Local production
MINRENHYD,SUP,.MIN.IRE.,Hydro Potential,PJ,-,IRE,RENHYD,ANNUAL,"0,00",Local production,Local production,Local production
MINRENSOL,SUP,.MIN.IRE.,Solar Potential,PJ,-,IRE,RENSOL,ANNUAL,"0,00",Local production,Local production,Local production
MINRENWIN,SUP,.MIN.IRE.,Wind Potential,PJ,-,IRE,RENWIN,ANNUAL,"0,00",Local production,Local production,Local production
NECDEMAND00,IND,.DMD.,Non-energy,PJ,PJA,DMD,NEC,ANNUAL,"0,00",Non-energy,Industry,Non-energy
NEODEMAND00,IND,.DMD.,Non-energy,PJ,PJA,DMD,NEO,ANNUAL,"0,00",Non-energy,Industry,Non-energy
RCDRELC100,RSD,.DMD.,Rsd.Cloth Drying.ELC.00.Cloth Dryer.,PJ,PJA,DMD,RCDR,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
RCDRELC201,RSD,.DMD.,Cloth drying medium efficiency,PJ,PJA,DMD,RCDR,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
RCOKCOA100,RSD,.DMD.,Rsd.Cooking.COA.00.Stove.,PJ,PJA,DMD,RCOK,ANNUAL,"0,00",residential cooking,Buildings,Residential cooking
RCOKELC100,RSD,.DMD.,Rsd.Cooking.ELC.00.Stove.,PJ,PJA,DMD,RCOK,ANNUAL,"0,00",residential cooking,Buildings,Residential cooking
RCOKELC101,RSD,.DMD.,cooking electric stove,PJ,PJA,DMD,RCOK,ANNUAL,"0,00",residential cooking,Buildings,Residential cooking
RCOKGAS101,RSD,.DMD.,cooking gas stove,PJ,PJA,DMD,RCOK,ANNUAL,"0,00",residential cooking,Buildings,Residential cooking
RCOKGMX100,RSD,.DMD.,Rsd.Cooking.GAS.00.Stove.,PJ,PJA,DMD,RCOK,ANNUAL,"0,00",residential cooking,Buildings,Residential cooking
RCOKLOG100,RSD,.DMD.,Rsd.Cooking.LOG.00.Stove.,PJ,PJA,DMD,RCOK,ANNUAL,"0,00",residential cooking,Buildings,Residential cooking
RCOKLPG100,RSD,.DMD.,Rsd.Cooking.LPG.00.Stove.,PJ,PJA,DMD,RCOK,ANNUAL,"0,00",residential cooking,Buildings,Residential cooking
RCWAELC100,RSD,.DMD.,Rsd.Cloth Washing.ELC.00.Cloth Washer.,PJ,PJA,DMD,RCWA,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
RCWAELC101,RSD,.DMD.,Electric Washing Machine,PJ,PJA,DMD,RCWA,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
RCWAELC200,RSD,.DMD.,Rsd.Cloth Washing.ELC.00.Cloth Washer+dryer.,PJ,PJA,DMD,RCWA,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
RDWAELC100,RSD,.DMD.,Rsd.Dish Washing.ELC.00.Dish Washer.,PJ,PJA,DMD,RDWA,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
RDWAELC101,RSD,.DMD.,Dish Washer medium efficiency (D),PJ,PJA,DMD,RDWA,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
RDW_R_2Fac,RSD,.DMD.,Existing Building_2 façades,MM2,MM2-A,DMD,R_2Fac,ANNUAL,"1,00",Buildings: built area,Buildings,Residential buildings
RDW_R_3Fac,RSD,.DMD.,Existing Building_3 façades,MM2,MM2-A,DMD,R_3Fac,ANNUAL,"1,00",Buildings: built area,Buildings,Residential buildings
RDW_R_4Fac,RSD,.DMD.,Existing Building_4 façades,MM2,MM2-A,DMD,R_4Fac,ANNUAL,"1,00",Buildings: built area,Buildings,Residential buildings
RDW_R_Appa,RSD,.DMD.,Existing Building_Appart,MM2,MM2-A,DMD,R_Appa,ANNUAL,"1,00",Buildings: built area,Buildings,Residential buildings
RDW_R_N2F,RSD,.DMD.,New Residential Building 2Fac,MM2,MM2-A,DMD,R_N2Fac,ANNUAL,"1,00",Buildings: built area,Buildings,Residential buildings
RDW_R_N3F,RSD,.DMD.,New Residential Building 3Fac,MM2,MM2-A,DMD,R_N3Fac,ANNUAL,"1,00",Buildings: built area,Buildings,Residential buildings
RDW_R_N4F,RSD,.DMD.,New Residential Building 4Fac,MM2,MM2-A,DMD,R_N4Fac,ANNUAL,"1,00",Buildings: built area,Buildings,Residential buildings
RDW_R_NAP,RSD,.DMD.,New Residential Building App,MM2,MM2-A,DMD,R_NAppa,ANNUAL,"1,00",Buildings: built area,Buildings,Residential buildings
RH2FCOA100,RSD,.PRE.,Rsd.Space Heat.Dwelling.2F.COA.00.Furnace.,PJ,GW,PRE,RH2FCOA100_NRGO,ANNUAL,"0,00",Residential urban decentral Coal heater,Buildings,Residential urban decentral Coal heater
RH2FELC100,RSD,.PRE.,Rsd.Space Heat.Dwelling.2F.ELC.00.Resistance.,PJ,GW,PRE,RH2FELC100_NRGO,ANNUAL,"0,00",Residential urban decentral electric heater,Buildings,Residential urban decentral electric heater
RH2FELC200,RSD,.PRE.,Rsd.Space Heat.Dwelling.2F.ELC.00.Heat Pump.,PJ,GW,PRE,RH2FELC200_NRGO,ANNUAL,"0,00",Residential urban decentral Heat pump,Buildings,Residential urban decentral Heat pump
RH2FELCHPN2,RSD,.PRE.,Air heat pump with electric boiler-RH2F-New2,PJ,GW,PRE,RH2F,ANNUAL,"1,00",Residential urban decentral Heat pump,Buildings,Residential urban decentral Heat pump
RH2FELCN1,RSD,.PRE.,Electric radiators-RH2F-New1,PJ,GW,PRE,RH2F,ANNUAL,"1,00",Residential urban decentral electric heater,Buildings,Residential urban decentral electric heater
RH2FGEO100,RSD,.PRE.,Rsd.Space Heat.Dwelling.2F.GEO.00.Furnace.,PJ,GW,PRE,RH2FGEO100_NRGO,ANNUAL,"0,00",Residential urban decentral geothermal heating,Buildings,Residential urban decentral geothermal heating
RH2FGMX100,RSD,.PRE.,Rsd.Space Heat.Dwelling.2F.GMX.00.Furnace.,PJ,GW,PRE,RH2FGMX100_NRGO,ANNUAL,"0,00",Residential urban decentral gas heater,Buildings,Residential urban decentral gas heater
RH2FGMXN1,RSD,.PRE.,Natural gas stove condensing-RH2F-New1,PJ,GW,PRE,RH2F,ANNUAL,"1,00",Residential urban decentral gas heater,Buildings,Residential urban decentral gas heater
RH2FHETN1,RSD,.PRE.,District heat exchanger.HeatHotwater-RH2F-New1,PJ,GW,PRE,RH2FHETN1_NRGO,ANNUAL,"1,00",District heating,District heating,District heating
RH2FLOG100,RSD,.PRE.,Rsd.Space Heat.Dwelling.2F.LOG.00.Stove.,PJ,GW,PRE,RH2FLOG100_NRGO,ANNUAL,"0,00",Residential urban decentral biomass heater,Buildings,Residential urban decentral biomass heater
RH2FLPG100,RSD,.PRE.,Rsd.Space Heat.Dwelling.2F.LPG.00.Furnace.,PJ,GW,PRE,RH2FLPG100_NRGO,ANNUAL,"0,00",Residential urban decentral gas heater,Buildings,Residential urban decentral gas heater
RH2FOIL100,RSD,.PRE.,Rsd.Space Heat.Dwelling.2F.OIL.00.Furnace.,PJ,GW,PRE,RH2FOIL100_NRGO,ANNUAL,"0,00",Residential urban decentral oil heater,Buildings,Residential urban decentral oil heater
RH2FOILN1,RSD,.PRE.,Oil boiler condensing-RH2F-New1,PJ,GW,PRE,RH2F,ANNUAL,"1,00",Residential urban decentral oil heater,Buildings,Residential urban decentral oil heater
RH2FPEL100,RSD,.PRE.,Rsd.Space Heat.Dwelling.2F.PEL.00.Stove.,PJ,GW,PRE,RH2FPEL100_NRGO,ANNUAL,"0,00",Residential urban decentral biomass heater,Buildings,Residential urban decentral biomass heater
RH3FCOA100,RSD,.PRE.,Rsd.Space Heat.Dwelling.3F.COA.00.Furnace.,PJ,GW,PRE,RH3FCOA100_NRGO,ANNUAL,"0,00",Residential rural Coal heater,Buildings,Residential rural Coal heater
RH3FELC100,RSD,.PRE.,Rsd.Space Heat.Dwelling.3F.ELC.00.Resistance.,PJ,GW,PRE,RH3FELC100_NRGO,ANNUAL,"0,00",Residential rural electric heater,Buildings,Residential rural electric heater
RH3FELC200,RSD,.PRE.,Rsd.Space Heat.Dwelling.3F.ELC.00.Heat Pump.,PJ,GW,PRE,RH3FELC200_NRGO,ANNUAL,"0,00",Residential rural Heat pump,Buildings,Residential rural Heat pump
RH3FELCHPN2,RSD,.PRE.,Air heat pump with electric boiler-RH3F-New2,PJ,GW,PRE,RH3F,ANNUAL,"1,00",Residential rural Heat pump,Buildings,Residential rural Heat pump
RH3FELCN1,RSD,.PRE.,Electric radiators-RH3F-New1,PJ,GW,PRE,RH3F,ANNUAL,"1,00",Residential rural electric heater,Buildings,Residential rural electric heater
RH3FGEO100,RSD,.PRE.,Rsd.Space Heat.Dwelling.3F.GEO.00.Furnace.,PJ,GW,PRE,RH3FGEO100_NRGO,ANNUAL,"0,00",Residential rural geothermal heating,Buildings,Residential rural geothermal heating
RH3FGMX100,RSD,.PRE.,Rsd.Space Heat.Dwelling.3F.GMX.00.Furnace.,PJ,GW,PRE,RH3FGMX100_NRGO,ANNUAL,"0,00",Residential rural gas heater,Buildings,Residential rural gas heater
RH3FGMXN1,RSD,.PRE.,Natural gas stove condensing-RH3F-New1,PJ,GW,PRE,RH3F,ANNUAL,"1,00",Residential rural gas heater,Buildings,Residential rural gas heater
RH3FHETN1,RSD,.PRE.,District heat exchanger.HeatHotwater-RH3F-New1,PJ,GW,PRE,RH3FHETN1_NRGO,ANNUAL,"1,00",District heating,District heating,District heating
RH3FLOG100,RSD,.PRE.,Rsd.Space Heat.Dwelling.3F.LOG.00.Stove.,PJ,GW,PRE,RH3FLOG100_NRGO,ANNUAL,"0,00",Residential rural biomass heater,Buildings,Residential rural biomass heater
RH3FLPG100,RSD,.PRE.,Rsd.Space Heat.Dwelling.3F.LPG.00.Furnace.,PJ,GW,PRE,RH3FLPG100_NRGO,ANNUAL,"0,00",Residential rural gas heater,Buildings,Residential rural gas heater
RH3FOIL100,RSD,.PRE.,Rsd.Space Heat.Dwelling.3F.OIL.00.Furnace.,PJ,GW,PRE,RH3FOIL100_NRGO,ANNUAL,"0,00",Residential rural oil heater,Buildings,Residential rural oil heater
RH3FOILN1,RSD,.PRE.,Oil boiler condensing -RH3F-New1,PJ,GW,PRE,RH3F,ANNUAL,"1,00",Residential rural oil heater,Buildings,Residential rural oil heater
RH3FPEL100,RSD,.PRE.,Rsd.Space Heat.Dwelling.3F.PEL.00.Stove.,PJ,GW,PRE,RH3FPEL100_NRGO,ANNUAL,"0,00",Residential rural biomass heater,Buildings,Residential rural biomass heater
RH4FCOA100,RSD,.PRE.,Rsd.Space Heat.Dwelling.4F.COA.00.Furnace.,PJ,GW,PRE,RH4FCOA100_NRGO,ANNUAL,"0,00",Residential rural Coal heater,Buildings,Residential rural Coal heater
RH4FELC100,RSD,.PRE.,Rsd.Space Heat.Dwelling.4F.ELC.00.Resistance.,PJ,GW,PRE,RH4FELC100_NRGO,ANNUAL,"0,00",Residential rural electric heater,Buildings,Residential rural electric heater
RH4FELC200,RSD,.PRE.,Rsd.Space Heat.Dwelling.4F.ELC.00.Heat Pump.,PJ,GW,PRE,RH4FELC200_NRGO,ANNUAL,"0,00",Residential rural Heat pump,Buildings,Residential rural Heat pump
RH4FELCHPN2,RSD,.PRE.,Air heat pump with electric boiler-RH4F-New2,PJ,GW,PRE,RH4F,ANNUAL,"1,00",Residential rural Heat pump,Buildings,Residential rural Heat pump
RH4FELCN1,RSD,.PRE.,Electric radiators-RH4F-New1,PJ,GW,PRE,RH4F,ANNUAL,"1,00",Residential rural electric heater,Buildings,Residential rural electric heater
RH4FGEO100,RSD,.PRE.,Rsd.Space Heat.Dwelling.4F.GEO.00.Furnace.,PJ,GW,PRE,RH4FGEO100_NRGO,ANNUAL,"0,00",Residential rural geothermal heating,Buildings,Residential rural geothermal heating
RH4FGMX100,RSD,.PRE.,Rsd.Space Heat.Dwelling.4F.GMX.00.Furnace.,PJ,GW,PRE,RH4FGMX100_NRGO,ANNUAL,"0,00",Residential rural gas heater,Buildings,Residential rural gas heater
RH4FGMXN1,RSD,.PRE.,Natural gas stove condensing-RH4F-New1,PJ,GW,PRE,RH4F,ANNUAL,"1,00",Residential rural gas heater,Buildings,Residential rural gas heater
RH4FHETN1,RSD,.PRE.,District heat exchanger.HeatHotwater-RH4F-New1,PJ,GW,PRE,RH4FHETN1_NRGO,ANNUAL,"1,00",District heating,District heating,District heating
RH4FLOG100,RSD,.PRE.,Rsd.Space Heat.Dwelling.4F.LOG.00.Stove.,PJ,GW,PRE,RH4FLOG100_NRGO,ANNUAL,"0,00",Residential rural biomass heater,Buildings,Residential rural biomass heater
RH4FLPG100,RSD,.PRE.,Rsd.Space Heat.Dwelling.4F.LPG.00.Furnace.,PJ,GW,PRE,RH4FLPG100_NRGO,ANNUAL,"0,00",Residential rural gas heater,Buildings,Residential rural gas heater
RH4FOIL100,RSD,.PRE.,Rsd.Space Heat.Dwelling.4F.OIL.00.Furnace.,PJ,GW,PRE,RH4FOIL100_NRGO,ANNUAL,"0,00",Residential rural oil heater,Buildings,Residential rural oil heater
RH4FOILN1,RSD,.PRE.,Oil boiler condensing -RH4F-New1,PJ,GW,PRE,RH4F,ANNUAL,"1,00",Residential rural oil heater,Buildings,Residential rural oil heater
RH4FPEL100,RSD,.PRE.,Rsd.Space Heat.Dwelling.4F.PEL.00.Stove.,PJ,GW,PRE,RH4FPEL100_NRGO,ANNUAL,"0,00",Residential rural biomass heater,Buildings,Residential rural biomass heater
RHAPCOA100,RSD,.PRE.,Rsd.Space Heat.Dwelling.AP.COA.00.Furnace.,PJ,GW,PRE,RHAPCOA100_NRGO,ANNUAL,"0,00",Residential urban decentral Coal heater,Buildings,Residential urban decentral Coal heater
RHAPELC100,RSD,.PRE.,/,PJ,GW,PRE,RHAPELC100_NRGO,ANNUAL,"0,00",Residential urban decentral electric heater,Buildings,Residential urban decentral electric heater
RHAPELC200,RSD,.PRE.,Rsd.Space Heat.Dwelling.AP.ELC.00.Heat Pump.,PJ,GW,PRE,RHAPELC200_NRGO,ANNUAL,"0,00",Residential urban decentral Heat pump,Buildings,Residential urban decentral Heat pump
RHAPELCHPN2,RSD,.PRE.,Air heat pump with electric boiler-RHAP-New2,PJ,GW,PRE,RHAP,ANNUAL,"1,00",Residential urban decentral Heat pump,Buildings,Residential urban decentral Heat pump
RHAPELCN1,RSD,.PRE.,Electric radiators-RHAP-New1,PJ,GW,PRE,RHAP,ANNUAL,"1,00",Residential urban decentral electric heater,Buildings,Residential urban decentral electric heater
RHAPGEO100,RSD,.PRE.,Rsd.Space Heat.Dwelling.AP.GEO.00.Furnace.,PJ,GW,PRE,RHAPGEO100_NRGO,ANNUAL,"0,00",Residential urban decentral geothermal heating,Buildings,Residential urban decentral geothermal heating
RHAPGMX100,RSD,.PRE.,Rsd.Space Heat.Dwelling.AP.GMX.00.Furnace.,PJ,GW,PRE,RHAPGMX100_NRGO,ANNUAL,"0,00",Residential urban decentral gas heater,Buildings,Residential urban decentral gas heater
RHAPGMXN2,RSD,.PRE.,Natural gas boiler condensing-RHAP-New2,PJ,GW,PRE,RHAPGMXN2_NRGO,ANNUAL,"1,00",Residential urban decentral gas heater,Buildings,Residential urban decentral gas heater
RHAPHETN1,RSD,.PRE.,District heat exchanger.HeatHotwater-RHAP-New1,PJ,GW,PRE,RHAPHETN1_NRGO,ANNUAL,"1,00",District heating,District heating,District heating
RHAPLOG100,RSD,.PRE.,Rsd.Space Heat.Dwelling.AP.LOG.00.Stove.,PJ,GW,PRE,RHAPLOG100_NRGO,ANNUAL,"0,00",Residential urban decentral biomass heater,Buildings,Residential urban decentral biomass heater
RHAPLPG100,RSD,.PRE.,Rsd.Space Heat.Dwelling.AP.LPG.00.Furnace.,PJ,GW,PRE,RHAPLPG100_NRGO,ANNUAL,"0,00",Residential urban decentral gas heater,Buildings,Residential urban decentral gas heater
RHAPOIL100,RSD,.PRE.,Rsd.Space Heat.Dwelling.AP.OIL.00.Furnace.,PJ,GW,PRE,RHAPOIL100_NRGO,ANNUAL,"0,00",Residential urban decentral oil heater,Buildings,Residential urban decentral oil heater
RHAPOILN1,RSD,.PRE.,Oil boiler condensing -RHAP-New1,PJ,GW,PRE,RHAP,ANNUAL,"1,00",Residential urban decentral oil heater,Buildings,Residential urban decentral oil heater
RHAPPEL100,RSD,.PRE.,Rsd.Space Heat.Dwelling.AP.PEL.00.Stove.,PJ,GW,PRE,RHAPPEL100_NRGO,ANNUAL,"0,00",Residential urban decentral biomass heater,Buildings,Residential urban decentral biomass heater
RHN2FELCHPN2,RSD,.PRE.,Air heat pump with electric boiler-RHN2F-New2,PJ,GW,PRE,RHN2F,ANNUAL,"1,00",Residential urban decentral Heat pump,Buildings,Residential urban decentral Heat pump
RHN3FELCHPN2,RSD,.PRE.,Air heat pump with electric boiler-RHN3F-New2,PJ,GW,PRE,RHN3F,ANNUAL,"1,00",Residential rural Heat pump,Buildings,Residential rural Heat pump
RHN4FELCHPN2,RSD,.PRE.,Air heat pump with electric boiler-RHN4F-New2,PJ,GW,PRE,RHN4F,ANNUAL,"1,00",Residential rural Heat pump,Buildings,Residential rural Heat pump
RHNAPELCHPN2,RSD,.PRE.,Air heat pump with electric boiler-RHNAP-New2,PJ,GW,PRE,RHNAP,ANNUAL,"1,00",Residential urban decentral Heat pump,Buildings,Residential urban decentral Heat pump
RLIGELC200,RSD,.DMD.,Rsd.Lighting.ELC.00.Incandescent Improved.,PJ,PJA,DMD,RLIG,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
RLIGELC300,RSD,.DMD.,Rsd.Lighting.ELC.00.Halogen.,PJ,PJA,DMD,RLIG,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
RLIGELC400,RSD,.DMD.,Rsd.Lighting.ELC.00.Fluorescent.,PJ,PJA,DMD,RLIG,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
RLIGELC401,RSD,.DMD.,LED lighting system,PJ,PJA,DMD,RLIG,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
RLIGELC500,RSD,.DMD.,Rsd.Lighting.ELC.00.LED.,PJ,PJA,DMD,RLIG,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
ROELELC100,RSD,.DMD.,Rsd.Other Electricity.ELC.00.Other Appliances.,PJ,PJA,DMD,ROEL,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
ROELELC101,RSD,.DMD.,Other Electricity Other Appliances.,PJ,PJA,DMD,ROEL,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
ROENGSL100,RSD,.DMD.,Rsd.Other Energy.GSL.00.Other.,PJ,PJA,DMD,ROEN,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
ROENGSL101,RSD,.DMD.,Rsd.Other Energy.GSL.01.Other.,PJ,PJA,DMD,ROEN,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
RREFELC100,RSD,.DMD.,Rsd.Refrigeration.ELC.00.Refrigerator.,PJ,PJA,DMD,RREF,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
RREFELC200,RSD,.DMD.,Rsd.Refrigeration.ELC.00.Freezer.,PJ,PJA,DMD,RREF,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
RREFELC300,RSD,.DMD.,Rsd.Refrigeration.ELC.00.Refrigerator+Freezer.,PJ,PJA,DMD,RREF,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
RREFELC501,RSD,.DMD.,Refrigerator/Freezer baseline 510 lts (Ass.AB),PJ,PJA,DMD,RREF,ANNUAL,"0,00",residential other,Buildings,Household electrical appliances
RSDCOA00,RSD,.PRE.,Fuel Tech - Coal (RSD),PJ,PJA,PRE,RSDCOA,ANNUAL,"0,00",Coal,End-use fuel tech,End-use fuel tech
RSDELC00,RSD,.PRE.,Fuel Tech - Electricity (RSD),PJ,GW,PRE,RSDELC,DAYNITE,"0,00",Fuel Tech - Electricity,End-use fuel tech,End-use fuel tech
RSDGEO00,RSD,.PRE.,Fuel Tech - Geothermal (RSD),PJ,PJA,PRE,RSDGEO,ANNUAL,"0,00",Fuel Tech - Geothermal,End-use fuel tech,End-use fuel tech
RSDGMX00,RSD,.PRE.,Fuel Tech - Natural Gas biogas mixed (RSD),PJ,PJA,PRE,RSDGMX,ANNUAL,"0,00",Fuel Tech - Natural Gas biogas mixed,End-use fuel tech,End-use fuel tech
RSDGSL00,RSD,.PRE.,Fuel Tech - Gasoline (RSD),PJ,PJA,PRE,RSDGSL,ANNUAL,"0,00",Gasoline,End-use fuel tech,End-use fuel tech
RSDHET00,RSD,.PRE.,Fuel Tech 0 - Heat (RSD),PJ,GW,PRE,RSDHET00_NRGO,DAYNITE,"0,00",Fuel Tech 0 - Heat,End-use fuel tech,End-use fuel tech
RSDHET01,RSD,.PRE.,Fuel Tech 1 - Heat (RSD),PJ,GW,PRE,RSDHET01_NRGO,DAYNITE,"0,00",Fuel Tech 1 - Heat,End-use fuel tech,End-use fuel tech
RSDHET02,RSD,.PRE.,Fuel Tech 2 - Heat (RSD),PJ,GW,PRE,RSDHET02_NRGO,DAYNITE,"0,00",Fuel Tech 2 - Heat,End-use fuel tech,End-use fuel tech
RSDLOG00,RSD,.PRE.,Fuel Tech - bûches (RSD),PJ,PJA,PRE,RSDLOG,ANNUAL,"0,00",Biofuels,End-use fuel tech,End-use fuel tech
RSDLPG00,RSD,.PRE.,Fuel Tech - Liquified Petroleum Gas (RSD),PJ,PJA,PRE,RSDLPG,ANNUAL,"0,00",Fuel Tech - Liquified Petroleum Gas,End-use fuel tech,End-use fuel tech
RSDOIL00,RSD,.PRE.,Fuel Tech - Diesel (RSD),PJ,PJA,PRE,RSDOIL,ANNUAL,"0,00",Fuel Tech - Diesel,End-use fuel tech,End-use fuel tech
RSDPEL00,RSD,.PRE.,Fuel Tech - pellets (RSD),PJ,PJA,PRE,RSDPEL,ANNUAL,"0,00",Fuel Tech - Wood Pellets,End-use fuel tech,End-use fuel tech
RSDPVELC,RSD,.ELE.,PV residential,PJ,GW,ELE,RSDPVELC_NRGO,DAYNITE,"0,00",PV residential,Buildings,PV
RSDSOL00,RSD,.PRE.,Fuel Tech - Solar (RSD),PJ,PJA,PRE,RSDSOL,ANNUAL,"0,00",Solar,Power plants,PV
RW2FCOA100,RSD,.PRE.,Rsd.Water Heat.Dwelling.2F.COA.00.Furnace.,PJ,GW,PRE,RW2F,ANNUAL,"0,00",Residential urban decentral Coal heater,Buildings,Residential urban decentral Coal heater
RW2FELC100,RSD,.PRE.,Rsd.Water Heat.Dwelling.2F.ELC.00.Water Heater.,PJ,GW,PRE,RW2F,ANNUAL,"0,00",Residential urban decentral electric heater,Buildings,Residential urban decentral electric heater
RW2FELC101,RSD,.PRE.,Rsd.Water Heat.Dwelling.2F.ELC.00.Heat Pump.,PJ,GW,PRE,RW2F,ANNUAL,"0,00",Residential urban decentral Heat pump,Buildings,Residential urban decentral Heat pump
RW2FGMX100,RSD,.PRE.,Rsd.Water Heat.Dwelling.2F.GMX.00.Furnace.,PJ,GW,PRE,RW2F,ANNUAL,"0,00",Residential urban decentral gas heater,Buildings,Residential urban decentral gas heater
RW2FGMXN1,RSD,.PRE.,Natural gas boiler-RW2F-New1,PJ,GW,PRE,RW2F,ANNUAL,"1,00",Residential urban decentral gas heater,Buildings,Residential urban decentral gas heater
RW2FLOG100,RSD,.PRE.,Rsd.Water Heat.Dwelling.2F.LOG.00.Stove.,PJ,GW,PRE,RW2F,ANNUAL,"0,00",Residential urban decentral biomass heater,Buildings,Residential urban decentral biomass heater
RW2FLPG100,RSD,.PRE.,Rsd.Water Heat.Dwelling.2F.LPG.00.Furnace.,PJ,GW,PRE,RW2F,ANNUAL,"0,00",Residential urban decentral gas heater,Buildings,Residential urban decentral gas heater
RW2FOIL100,RSD,.PRE.,Rsd.Water Heat.Dwelling.2F.OIL.00.Furnace.,PJ,GW,PRE,RW2F,ANNUAL,"0,00",Residential urban decentral oil heater,Buildings,Residential urban decentral oil heater
RW2FOILN1,RSD,.PRE.,Oil boiler-RW2F-New1,PJ,GW,PRE,RW2F,ANNUAL,"1,00",Residential urban decentral oil heater,Buildings,Residential urban decentral oil heater
RW2FPEL100,RSD,.PRE.,Rsd.Water Heat.Dwelling.2F.PEL.00.Stove.,PJ,GW,PRE,RW2F,ANNUAL,"0,00",Residential urban decentral biomass heater,Buildings,Residential urban decentral biomass heater
RW2FPELN1,RSD,.PRE.,Wood pellets boiler water heater-RW2F-New1,PJ,GW,PRE,RW2F,ANNUAL,"1,00",Residential urban decentral biomass heater,Buildings,Residential urban decentral biomass heater
RW2FSOL100,RSD,.PRE.,Rsd.Water Heat.Dwelling.2F.SOL.00.Furnace.,PJ,GW,PRE,RW2F,ANNUAL,"0,00",Residential urban decentral solar thermal,Buildings,Residential urban decentral solar thermal
RW3FCOA100,RSD,.PRE.,Rsd.Water Heat.Dwelling.3F.COA.00.Furnace.,PJ,GW,PRE,RW3F,ANNUAL,"0,00",Residential rural Coal heater,Buildings,Residential rural Coal heater
RW3FELC100,RSD,.PRE.,Rsd.Water Heat.Dwelling.3F.ELC.00.Water Heater.,PJ,GW,PRE,RW3F,ANNUAL,"0,00",Residential rural electric heater,Buildings,Residential rural electric heater
RW3FELC101,RSD,.PRE.,Rsd.Water Heat.Dwelling.3F.ELC.00.Heat Pump.,PJ,GW,PRE,RW3F,ANNUAL,"0,00",Residential rural Heat pump,Buildings,Residential rural Heat pump
RW3FGMX100,RSD,.PRE.,Rsd.Water Heat.Dwelling.3F.GMX.00.Furnace.,PJ,GW,PRE,RW3F,ANNUAL,"0,00",Residential rural gas heater,Buildings,Residential rural gas heater
RW3FGMXN3,RSD,.PRE.,Natural gas boiler-RW3F-New3,PJ,GW,PRE,RW3F,ANNUAL,"1,00",Residential rural gas heater,Buildings,Residential rural gas heater
RW3FLOG100,RSD,.PRE.,Rsd.Water Heat.Dwelling.3F.LOG.00.Stove.,PJ,GW,PRE,RW3F,ANNUAL,"0,00",Residential rural biomass heater,Buildings,Residential rural biomass heater
RW3FLPG100,RSD,.PRE.,Rsd.Water Heat.Dwelling.3F.LPG.00.Furnace.,PJ,GW,PRE,RW3F,ANNUAL,"0,00",Residential rural gas heater,Buildings,Residential rural gas heater
RW3FOIL100,RSD,.PRE.,Rsd.Water Heat.Dwelling.3F.OIL.00.Furnace.,PJ,GW,PRE,RW3F,ANNUAL,"0,00",Residential rural oil heater,Buildings,Residential rural oil heater
RW3FOILN3,RSD,.PRE.,Oil boiler-RW3F-New3,PJ,GW,PRE,RW3F,ANNUAL,"1,00",Residential rural oil heater,Buildings,Residential rural oil heater
